CN1928990A  CN1928990A  NN  B-NP
图  图  NN  B-NP
1  1  CD  0
说明  说明  VV  0
利用  利用  VV  0
本  本  DT  0
发明  发明  NN  B-NP
的  的  DEG  0
内容  内容  NN  B-NP
的  的  DEC  0
音乐  音乐  NN  B-NP
同  同  DT  0
一  一  CD  0
性  性  NN  B-NP
判定  判定  NN  I-NP
方法  方法  NN  I-NP
的  的  DEC  0
一  一  CD  0
个  个  M  0
实施例  实施例  NN  B-NP
。  。  PU  0
首先  首先  AD  0
，  ，  PU  0
通过  通过  P  0
特征  特征  NN  B-NP
抽取  抽取  VV  0
处理  处理  NN  B-NP
(  (  PU  0
102  102  CD  0
、  、  PU  0
112  112  CD  0
)  )  PU  0
从  从  P  0
两  两  CD  0
个  个  M  0
图像  图像  NN  B-NP
内容  内容  NN  I-NP
中  中  LC  0
的  的  DEG  0
音响  音响  NN  B-NP
或  或  CC  0
音响  音响  NN  B-NP
内容  内容  NN  I-NP
(  (  PU  0
101  101  CD  0
、  、  PU  0
111  111  CD  0
)  )  PU  0
抽取  抽取  VV  0
音  音  NN  B-NP
高列  高列  NN  I-NP
和  和  CC  0
音量  音量  NN  B-NP
时间  时间  NN  I-NP
变化规  变化规  NN  I-NP
则性  则性  JJ  B-NP
(  (  NN  I-NP
103  103  CD  0
、  、  PU  0
113  113  CD  0
)  )  PU  0
。  。  PU  0
其次  其次  AD  0
，  ，  PU  0
通过  通过  P  0
类似度  类似度  NN  B-NP
计算  计算  NN  I-NP
处理  处理  VV  0
(120  (120  CD  0
)  )  PU  0
比较  比较  VV  0
抽取  抽取  VV  0
的  的  DEC  0
特征量  特征量  NN  B-NP
(  (  PU  0
103  103  CD  0
、  、  PU  0
113  113  CD  0
)  )  PU  0
，  ，  PU  0
判定  判定  VV  0
该  该  DT  0
两  两  CD  0
个  个  M  0
内容  内容  NN  B-NP
(  (  PU  0
101  101  CD  0
、  、  PU  0
111  111  CD  0
)  )  PU  0
的  的  DEG  0
同  同  DT  0
一  一  CD  0
性  性  NN  B-NP
(121  (121  CD  0
)  )  PU  0
。  。  PU  0
这里  这里  PN  0
，  ，  PU  0
所谓  所谓  JJ  B-NP
音高列  音高列  NN  I-NP
为  为  VC  0
列举  列举  VV  0
某  某  DT  0
个  个  M  0
时刻  时刻  NN  B-NP
发出  发出  VV  0
的  的  DEC  0
音响  音响  NN  B-NP
的  的  DEC  0
某  某  DT  0
个  个  M  0
频率  频率  NN  B-NP
的  的  DEG  0
功率  功率  NN  B-NP
，  ，  PU  0
或  或  CC  0
从  从  P  0
其  其  PN  0
值  值  VV  0
以  以  P  0
规定  规定  VV  0
的  的  DEC  0
规则  规则  NN  B-NP
加密  加密  VV  0
的  的  DEC  0
符号  符号  NN  B-NP
列  列  NN  I-NP
。  。  PU  0
其  其  PN  0
次  次  M  0
，  ，  PU  0
参照  参照  VV  0
图  图  NN  B-NP
2  2  CD  0
～  ～  PU  0
4  4  CD  0
说明  说明  VV  0
图  图  NN  B-NP
1  1  CD  0
的  的  DEG  0
特征  特征  NN  B-NP
抽取  抽取  VV  0
处理  处理  NN  B-NP
(  (  PU  0
102  102  CD  0
、  、  PU  0
112  112  CD  0
)  )  PU  0
的  的  DEG  0
一  一  CD  0
个  个  M  0
实施例  实施例  NN  B-NP
。  。  PU  0
首先  首先  AD  0
，  ，  PU  0
参照  参照  VV  0
图  图  NN  B-NP
2  2  CD  0
和  和  CC  0
图  图  NN  B-NP
3  3  CD  0
说明  说明  VV  0
音  音  NN  B-NP
高  高  JJ  B-NP
列  列  NN  I-NP
的  的  DEG  0
抽取  抽取  NN  B-NP
处理  处理  NN  I-NP
。  。  PU  0
首先  首先  AD  0
将  将  BA  0
内容  内容  NN  B-NP
的  的  DEC  0
音响  音响  NN  B-NP
信息  信息  NN  I-NP
(  (  PU  0
200  200  CD  0
)  )  PU  0
输入  输入  VV  0
滤波器  滤波器  NN  B-NP
组  组  NN  I-NP
(  (  PU  0
210  210  CD  0
)  )  PU  0
。  。  PU  0
滤波器  滤波器  NN  B-NP
组  组  NN  I-NP
(  (  PU  0
210  210  CD  0
)  )  PU  0
由  由  P  0
128  128  CD  0
个  个  M  0
带通  带通  JJ  B-NP
滤波器  滤波器  NN  I-NP
(  (  PU  0
BPF  BPF  NN  B-NP
；  ；  PU  0
211  211  CD  0
～  ～  PU  0
215  215  CD  0
)  )  PU  0
构成  构成  VV  0
，  ，  PU  0
各  各  DT  0
个  个  M  0
BPF  BPF  NN  B-NP
是  是  VC  0
以  以  P  0
音高  音高  NN  B-NP
0  0  CD  0
～  ～  PU  0
127  127  CD  0
的  的  DEG  0
频率  频率  NN  B-NP
为  为  VC  0
峰值  峰值  NN  B-NP
的  的  DEC  0
滤波器  滤波器  NN  B-NP
。  。  PU  0
音高  音高  NN  B-NP
与  与  CC  0
以  以  P  0
88  88  CD  0
键  键  NN  B-NP
钢琴  钢琴  VV  0
的  的  DEC  0
中心  中心  NN  B-NP
C  C  NN  I-NP
音作  音作  NN  I-NP
为  为  VC  0
60  60  CD  0
(  (  PU  0
214  214  CD  0
)  )  PU  0
的  的  DEG  0
半音阶  半音阶  NN  B-NP
对应  对应  VV  0
，  ，  PU  0
例如  例如  AD  0
，  ，  PU  0
音高  音高  NN  B-NP
0  0  CD  0
(  (  PU  0
211  211  CD  0
)  )  PU  0
为  为  VC  0
离  离  P  0
中心  中心  NN  B-NP
C  C  NN  I-NP
为  为  VC  0
5  5  CD  0
个  个  M  0
八音度  八音度  NN  B-NP
下  下  LC  0
的  的  DEG  0
C  C  NN  B-NP
音  音  NN  I-NP
，  ，  PU  0
音高  音高  NN  B-NP
1  1  CD  0
(  (  PU  0
212  212  CD  0
)  )  PU  0
为  为  VC  0
C  C  NN  B-NP
#  #  PU  0
音  音  NN  B-NP
，  ，  PU  0
音高  音高  NN  B-NP
12  12  CD  0
(  (  PU  0
213  213  CD  0
)  )  PU  0
为  为  VC  0
离  离  P  0
中心  中心  NN  B-NP
C  C  NN  I-NP
为  为  VC  0
4  4  CD  0
个  个  M  0
八音度  八音度  NN  B-NP
下  下  LC  0
的  的  DEG  0
C  C  NN  B-NP
音  音  NN  I-NP
，  ，  PU  0
音高  音高  NN  B-NP
127  127  CD  0
(  (  PU  0
215  215  CD  0
)  )  PU  0
为  为  VC  0
离  离  P  0
中心  中心  NN  B-NP
C  C  NN  I-NP
为  为  VC  0
5  5  CD  0
个  个  M  0
八音度  八音度  NN  B-NP
上  上  LC  0
的  的  DEG  0
C  C  NN  B-NP
音  音  NN  I-NP
上  上  LC  0
的  的  DEG  0
G  G  NN  B-NP
#  #  PU  0
音  音  NN  B-NP
。  。  PU  0
音高  音高  NN  B-NP
N  N  NN  I-NP
的  的  DEG  0
频率  频率  NN  B-NP
F  F  CD  0
(  (  PU  0
N  N  CD  0
)  )  PU  0
以  以  P  0
301  301  CD  0
表示  表示  VV  0
。  。  PU  0
通过  通过  P  0
BPF  BPF  NN  B-NP
的  的  DEC  0
音响  音响  NN  B-NP
为  为  VC  0
仅  仅  AD  0
具有  具有  VV  0
与  与  P  0
该  该  DT  0
BPF  BPF  NN  B-NP
的  的  DEG  0
音高  音高  NN  B-NP
N  N  CD  0
对应  对应  VV  0
的  的  DEC  0
频率  频率  NN  B-NP
F  F  CD  0
(  (  PU  0
N  N  CD  0
)  )  PU  0
及  及  CC  0
其  其  PN  0
周边  周边  NN  B-NP
的  的  DEG  0
频率  频率  NN  B-NP
成分  成分  NN  I-NP
的  的  DEC  0
音响  音响  NN  B-NP
。  。  PU  0
其次  其次  AD  0
，  ，  PU  0
将  将  AD  0
通过  通过  P  0
BPF  BPF  NN  B-NP
的  的  DEG  0
相同  相同  JJ  B-NP
音阶  音阶  NN  I-NP
的  的  DEC  0
音响  音响  NN  B-NP
彼此  彼此  AD  0
合并  合并  VV  0
，  ，  PU  0
求  求  VV  0
每  每  DT  0
个  个  M  0
音阶  音阶  NN  B-NP
的  的  DEC  0
功率  功率  NN  B-NP
(  (  PU  0
220  220  CD  0
)  )  PU  0
。  。  PU  0
例如  例如  AD  0
，  ，  PU  0
音响  音响  NN  B-NP
C  C  NN  I-NP
的  的  DEG  0
功率  功率  NN  B-NP
为  为  VC  0
各  各  DT  0
个  个  M  0
八音度  八音度  NN  B-NP
的  的  DEG  0
C  C  NN  B-NP
音  音  NN  I-NP
的  的  DEG  0
音高  音高  NN  B-NP
，  ，  PU  0
即  即  AD  0
0  0  CD  0
、  、  PU  0
12  12  CD  0
、  、  PU  0
24  24  CD  0
、  、  PU  0
36  36  CD  0
、  、  PU  0
48  48  CD  0
、  、  PU  0
60  60  CD  0
、  、  PU  0
72  72  CD  0
、  、  PU  0
84  84  CD  0
、  、  PU  0
96  96  CD  0
、  、  PU  0
108  108  CD  0
、  、  PU  0
120  120  CD  0
的  的  DEG  0
功率  功率  NN  B-NP
之  之  DEG  0
和  和  CC  0
。  。  PU  0
这里  这里  PN  0
，  ，  PU  0
时刻  时刻  NR  0
t  t  NN  B-NP
的  的  DEC  0
音阶  音阶  NN  B-NP
n  n  NN  I-NP
的  的  DEG  0
功率  功率  NN  B-NP
P  P  NN  I-NP
(  (  PU  0
n  n  NN  B-NP
、  、  PU  0
t)  t)  NN  B-NP
可以  可以  VV  0
从  从  P  0
BPF(m)  BPF(m)  NN  B-NP
同时  同时  AD  0
刻  刻  VA  0
的  的  DEC  0
功率  功率  NN  B-NP
P  P  NN  I-NP
(  (  PU  0
m  m  NN  B-NP
、  、  PU  0
t)  t)  NN  B-NP
，  ，  PU  0
利用  利用  VV  0
302  302  CD  0
求出  求出  VV  0
。  。  PU  0
另外  另外  AD  0
，  ，  PU  0
该  该  DT  0
BPF  BPF  NN  B-NP
的  的  DEG  0
功率  功率  NN  B-NP
可  可  VV  0
从  从  P  0
同时  同时  NT  0
刻周  刻周  NN  B-NP
边  边  LC  0
的  的  DEG  0
BPF  BPF  NN  B-NP
的  的  DEG  0
输出  输出  NN  B-NP
X  X  NN  I-NP
(  (  PU  0
t  t  NN  B-NP
)  )  PU  0
～  ～  PU  0
X  X  NN  B-NP
(  (  PU  0
t  t  NN  B-NP
+  +  NN  I-NP
Δ  Δ  VV  0
t  t  NN  B-NP
)  )  PU  0
，  ，  PU  0
利用  利用  VV  0
303  303  CD  0
求出  求出  VV  0
。  。  PU  0
从  从  P  0
以上  以上  LC  0
的  的  DEG  0
处理  处理  NN  B-NP
求得  求得  VV  0
的  的  DEC  0
每  每  DT  0
个  个  M  0
时刻  时刻  NN  B-NP
的  的  DEG  0
12  12  CD  0
维矢量  维矢量  NN  B-NP
的  的  DEG  0
P  P  NN  B-NP
(  (  PU  0
n  n  NN  B-NP
、  、  PU  0
t)(230  t)(230  NN  B-NP
)  )  PU  0
为  为  VC  0
音高列  音高列  NN  B-NP
。  。  PU  0
其次  其次  AD  0
，  ，  PU  0
参照  参照  VV  0
图  图  NN  B-NP
4  4  CD  0
说明  说明  VV  0
音量  音量  NN  B-NP
时间  时间  NN  I-NP
变化规  变化规  NN  I-NP
则性  则性  JJ  0
的  的  DEG  0
抽取  抽取  JJ  B-NP
处理  处理  NN  I-NP
。  。  PU  0
首先  首先  AD  0
，  ，  PU  0
从  从  P  0
内容  内容  NN  B-NP
的  的  DEC  0
音响  音响  NN  B-NP
信息  信息  NN  I-NP
(  (  PU  0
400  400  CD  0
)  )  PU  0
通过  通过  P  0
峰值  峰值  NN  B-NP
检出  检出  VV  0
处理  处理  NN  B-NP
(  (  PU  0
401  401  CD  0
)  )  PU  0
求出  求出  VV  0
峰值列  峰值列  NN  B-NP
(  (  PU  0
402  402  CD  0
)  )  PU  0
。  。  PU  0
具体  具体  JJ  B-NP
而言  而言  NN  I-NP
，  ，  PU  0
通过  通过  P  0
根据  根据  P  0
303  303  CD  0
的  的  DEC  0
方法  方法  NN  B-NP
求出  求出  VV  0
内容  内容  NN  B-NP
音响  音响  NN  I-NP
的  的  DEC  0
功率  功率  NN  B-NP
，  ，  PU  0
以  以  MSP  0
超过  超过  VV  0
该  该  DT  0
功率  功率  NN  B-NP
的  的  DEG  0
极大值  极大值  NN  B-NP
确定  确定  VV  0
的  的  DEC  0
的  的  DEC  0
值  值  NN  B-NP
的  的  DEC  0
时刻  时刻  NN  B-NP
作为  作为  P  0
峰值  峰值  NN  B-NP
，  ，  PU  0
作为  作为  VV  0
峰值列  峰值列  NN  B-NP
的  的  DEG  0
要素  要素  NN  B-NP
。  。  PU  0
其次  其次  AD  0
，  ，  PU  0
求出  求出  VV  0
最初  最初  NT  0
的  的  DEG  0
峰值  峰值  NN  B-NP
与  与  P  0
最后  最后  NT  0
的  的  DEG  0
峰值  峰值  NN  B-NP
之间  之间  LC  0
的  的  DEG  0
时间  时间  NN  B-NP
(  (  PU  0
403  403  CD  0
)  )  PU  0
，  ，  PU  0
将  将  BA  0
该  该  DT  0
时刻  时刻  NN  B-NP
等  等  ETC  0
间隔  间隔  VV  0
地  地  DEV  0
分割  分割  VV  0
为  为  VC  0
2  2  CD  0
～  ～  PU  0
峰值数  峰值数  NN  B-NP
(  (  PU  0
404  404  CD  0
)  )  PU  0
，  ，  PU  0
进行  进行  VV  0
以下  以下  JJ  0
的  的  DEG  0
处理  处理  NN  B-NP
。  。  PU  0
分别  分别  AD  0
对于  对于  VV  0
等分  等分  CD  0
为  为  VC  0
N  N  CD  0
个  个  M  0
的  的  DEG  0
情况  情况  NN  B-NP
下  下  LC  0
的  的  DEG  0
推定  推定  JJ  B-NP
峰值  峰值  NN  I-NP
位置  位置  NN  I-NP
(  (  PU  0
408  408  CD  0
)  )  PU  0
(407  (407  CD  0
)  )  PU  0
，  ，  PU  0
求  求  VV  0
在  在  P  0
该  该  DT  0
推定  推定  NN  B-NP
峰值  峰值  NN  I-NP
位置  位置  NN  I-NP
附近  附近  VV  0
存在  存在  VV  0
的  的  DEC  0
实际  实际  JJ  0
的  的  DEG  0
峰值  峰值  NN  B-NP
数  数  CD  0
(  (  PU  0
409  409  CD  0
)  )  PU  0
。  。  PU  0
求出  求出  VV  0
在  在  P  0
推定  推定  VV  0
的  的  DEC  0
峰值  峰值  NN  B-NP
位置  位置  NN  I-NP
上  上  LC  0
，  ，  PU  0
分割数  分割数  NN  B-NP
中  中  LC  0
实际  实际  VV  0
的  的  DEC  0
峰值  峰值  NN  B-NP
存在  存在  VV  0
最  最  AD  0
多  多  VA  0
的  的  DEC  0
分割数  分割数  NN  B-NP
(  (  PU  0
405  405  CD  0
)  )  PU  0
，  ，  PU  0
将  将  BA  0
仅  仅  AD  0
由  由  P  0
在  在  P  0
等  等  ETC  0
分为  分为  VV  0
该  该  DT  0
分割数  分割数  NN  B-NP
的  的  DEC  0
位置  位置  NN  B-NP
附近  附近  VV  0
存在  存在  VV  0
的  的  DEC  0
峰值  峰值  NN  B-NP
构成  构成  VV  0
的  的  DEC  0
集合  集合  NN  B-NP
作为  作为  P  0
音量  音量  NN  B-NP
时间  时间  NN  I-NP
变化规  变化规  NN  I-NP
则性  则性  JJ  B-NP
T(406  T(406  NN  I-NP
)  )  NN  I-NP
。  。  PU  0
其次  其次  AD  0
，  ，  PU  0
参照  参照  VV  0
图  图  NN  B-NP
5  5  CD  0
和  和  CC  0
图  图  NN  B-NP
6  6  CD  0
说明  说明  VV  0
图  图  NN  B-NP
1  1  CD  0
的  的  DEG  0
类似度  类似度  NN  B-NP
计算  计算  NN  I-NP
处理  处理  VV  0
(120  (120  CD  0
)  )  PU  0
。  。  PU  0
首先  首先  AD  0
，  ，  PU  0
计算  计算  VV  0
两  两  CD  0
个  个  M  0
内容  内容  NN  B-NP
的  的  DEC  0
音量  音量  NN  B-NP
时间  时间  NN  I-NP
变化规  变化规  NN  I-NP
则性  则性  JJ  0
的  的  DEG  0
类  类  NN  B-NP
似度  似度  NN  I-NP
(  (  PU  0
501  501  CD  0
)  )  PU  0
。  。  PU  0
其次  其次  AD  0
，  ，  PU  0
利用  利用  VV  0
音量  音量  NN  B-NP
时间  时间  NN  I-NP
变化规  变化规  NN  I-NP
则  则  AD  0
性  性  VA  0
，  ，  PU  0
使  使  VV  0
各  各  DT  0
个  个  M  0
内容  内容  NN  B-NP
的  的  DEC  0
音高列  音高列  NN  B-NP
标准化  标准化  NN  I-NP
(  (  PU  0
502  502  CD  0
)  )  PU  0
。  。  PU  0
其次  其次  AD  0
，  ，  PU  0
计算标  计算标  NN  B-NP
准化  准化  VV  0
的  的  DEC  0
音  音  NN  B-NP
高列  高列  JJ  0
的  的  DEG  0
类  类  M  0
似度  似度  NN  B-NP
(  (  PU  0
503  503  CD  0
)  )  PU  0
，  ，  PU  0
从  从  P  0
音量  音量  NN  B-NP
的  的  DEG  0
时间  时间  NN  B-NP
变化  变化  VV  0
规则性  规则性  NN  B-NP
类似度  类似度  NN  I-NP
和  和  CC  0
标准  标准  JJ  B-NP
化音  化音  NN  I-NP
高列  高列  NN  I-NP
类  类  NN  I-NP
似度  似度  NN  I-NP
计算  计算  VV  0
同  同  DT  0
一  一  CD  0
性  性  NN  B-NP
(504  (504  CD  0
)  )  PU  0
。  。  PU  0
音量  音量  NN  B-NP
时间  时间  NN  I-NP
变化规  变化规  NN  I-NP
则性  则性  JJ  B-NP
类似度  类似度  NN  I-NP
以  以  P  0
601  601  CD  0
表示  表示  VV  0
。  。  PU  0
这里  这里  PN  0
，  ，  PU  0
t  t  NN  B-NP
的  的  DEG  0
右  右  NN  B-NP
下  下  LC  0
所  所  MSP  0
示  示  VV  0
的  的  DEC  0
下标  下标  NN  B-NP
表示  表示  VV  0
内容  内容  NN  B-NP
1  1  CD  0
或  或  CC  0
2  2  CD  0
，  ，  PU  0
a  a  NN  B-NP
和  和  CC  0
b  b  NN  B-NP
为  为  VC  0
0  0  CD  0
～  ～  PU  0
M  M  NN  B-NP
之间  之间  LC  0
的  的  DEC  0
常数  常数  NN  B-NP
，  ，  PU  0
表示  表示  VV  0
只  只  AD  0
使用  使用  VV  0
内容  内容  NN  B-NP
的  的  DEC  0
中间  中间  JJ  B-NP
部分  部分  NN  I-NP
的  的  DEG  0
音量  音量  NN  B-NP
时间  时间  NN  I-NP
变化规  变化规  NN  I-NP
则  则  AD  0
性  性  VA  0
。  。  PU  0
在  在  P  0
音乐  音乐  NN  B-NP
节目  节目  NN  I-NP
和  和  CC  0
现场  现场  NN  B-NP
直播  直播  AD  0
等  等  ETC  0
音响  音响  NN  B-NP
信息  信息  NN  I-NP
情况  情况  NN  I-NP
下  下  LC  0
，  ，  PU  0
由于  由于  P  0
在  在  P  0
内容  内容  NN  B-NP
开始  开始  VV  0
和  和  CC  0
结束  结束  VV  0
附近  附近  NN  B-NP
，  ，  PU  0
拍  拍  VV  0
手  手  NN  B-NP
或  或  CC  0
广播  广播  NN  B-NP
等  等  ETC  0
的  的  DEG  0
音响  音响  NN  B-NP
重合  重合  VV  0
，  ，  PU  0
成为  成为  VV  0
进行  进行  VV  0
类似度  类似度  NN  B-NP
计算  计算  VV  0
时  时  LC  0
精度  精度  NN  B-NP
降低  降低  VV  0
的  的  DEC  0
主要  主要  JJ  B-NP
原因  原因  NN  I-NP
。  。  PU  0
其次  其次  AD  0
，  ，  PU  0
如  如  P  0
602  602  CD  0
那  那  DT  0
样  样  M  0
变换  变换  NN  B-NP
标准化音  标准化音  NN  I-NP
高  高  VA  0
列  列  CC  0
。  。  PU  0
它  它  PN  0
是  是  VC  0
将  将  BA  0
音量  音量  NN  B-NP
的  的  DEG  0
时间  时间  NN  B-NP
变化  变化  VV  0
规则性  规则性  JJ  0
的  的  DEG  0
各  各  DT  0
个  个  M  0
峰值  峰值  NN  B-NP
之间  之间  LC  0
的  的  DEG  0
时间  时间  NN  B-NP
标准化  标准化  NN  I-NP
为  为  VC  0
1  1  CD  0
的  的  DEC  0
音高列  音高列  NN  B-NP
。  。  PU  0
这样  这样  AD  0
，  ，  PU  0
即使  即使  CS  0
在  在  P  0
比较  比较  VV  0
对象  对象  VA  0
的  的  DEC  0
内容  内容  NN  B-NP
之间  之间  LC  0
有  有  VE  0
节拍  节拍  VV  0
的  的  DEC  0
差异  差异  NN  B-NP
，  ，  PU  0
也  也  AD  0
可  可  VV  0
进行  进行  VV  0
同一性  同一性  JJ  B-NP
判定  判定  NN  I-NP
。  。  PU  0
另外  另外  AD  0
，  ，  PU  0
利用  利用  VV  0
603  603  CD  0
所  所  MSP  0
示  示  VV  0
的  的  DEC  0
表示式  表示式  JJ  B-NP
求出  求出  NN  I-NP
标准化音  标准化音  NN  I-NP
高  高  AD  0
列  列  VV  0
类似度  类似度  NN  B-NP
。  。  PU  0
记号  记号  NN  B-NP
的  的  DEG  0
意义  意义  NN  B-NP
以  以  P  0
601  601  CD  0
为  为  VC  0
标准  标准  NN  B-NP
。  。  PU  0
利用  利用  VV  0
上述  上述  JJ  0
两  两  CD  0
个  个  M  0
类  类  NN  B-NP
似度  似度  NN  I-NP
的  的  DEG  0
线性  线性  JJ  B-NP
结合  结合  NN  I-NP
求出  求出  VV  0
同  同  DT  0
一  一  CD  0
性  性  NN  B-NP
S  S  CD  0
(  (  PU  0
604  604  CD  0
)  )  PU  0
。  。  PU  0
其次  其次  AD  0
，  ，  PU  0
在  在  P  0
判定  判定  VV  0
同一性  同一性  JJ  0
的  的  DEG  0
一  一  CD  0
个  个  M  0
内容  内容  NN  B-NP
为  为  VC  0
音乐  音乐  NN  B-NP
节目  节目  NN  I-NP
和  和  CC  0
现场  现场  NN  B-NP
直  直  AD  0
播等  播等  VV  0
，  ，  PU  0
混杂  混杂  VV  0
有  有  VE  0
音乐  音乐  NN  B-NP
和  和  CC  0
音乐  音乐  NN  B-NP
以外  以外  LC  0
的  的  DEG  0
部分  部分  CD  0
的  的  DEC  0
情况  情况  NN  B-NP
下  下  LC  0
，  ，  PU  0
特征  特征  NN  B-NP
抽取  抽取  VV  0
(  (  PU  0
图  图  NN  B-NP
1  1  CD  0
的  的  DEG  0
102  102  CD  0
)  )  PU  0
时  时  LC  0
检测  检测  VV  0
非  非  JJ  B-NP
音乐  音乐  NN  I-NP
部分  部分  NN  I-NP
，  ，  PU  0
只  只  AD  0
对  对  P  0
音乐  音乐  NN  B-NP
部分  部分  NN  I-NP
进行  进行  VV  0
同一性  同一性  JJ  B-NP
判定  判定  NN  I-NP
。  。  PU  0
现在  现在  NT  0
参照  参照  VV  0
图  图  NN  B-NP
7  7  CD  0
和  和  CC  0
图  图  NN  B-NP
8  8  CD  0
，  ，  PU  0
说明  说明  NN  B-NP
与  与  CC  0
包含  包含  VV  0
非  非  VC  0
音乐  音乐  NN  B-NP
部分  部分  NN  I-NP
的  的  DEG  0
内容  内容  NN  B-NP
的  的  DEC  0
同一性  同一性  JJ  B-NP
判定  判定  NN  I-NP
方法  方法  NN  I-NP
。  。  PU  0
图  图  NN  B-NP
7  7  CD  0
为  为  VC  0
非  非  JJ  B-NP
音乐  音乐  NN  I-NP
部分  部分  NN  I-NP
的  的  DEG  0
判定  判定  JJ  B-NP
条件  条件  NN  I-NP
，  ，  PU  0
左项  左项  NR  0
(  (  PU  0
701  701  CD  0
)  )  PU  0
为  为  VC  0
与  与  P  0
音高列  音高列  NN  B-NP
相关  相关  VV  0
的  的  DEC  0
判定  判定  JJ  B-NP
条件  条件  NN  I-NP
，  ，  PU  0
右项  右项  NR  0
(  (  PU  0
702  702  CD  0
)  )  PU  0
为  为  VC  0
与  与  P  0
音量  音量  NN  B-NP
时间  时间  NN  I-NP
变化规  变化规  NN  I-NP
则性  则性  JJ  0
相关  相关  JJ  0
的  的  DEG  0
判定  判定  NN  B-NP
条件  条件  NN  I-NP
。  。  PU  0
在  在  P  0
上述  上述  JJ  0
两  两  CD  0
个  个  M  0
判定  判定  NN  B-NP
都  都  AD  0
为  为  VC  0
真的  真的  JJ  B-NP
情况  情况  NN  I-NP
下  下  LC  0
，  ，  PU  0
时刻  时刻  NN  B-NP
t  t  NN  I-NP
判定  判定  VV  0
为  为  VC  0
非  非  JJ  B-NP
音乐  音乐  NN  I-NP
部分  部分  NN  I-NP
。  。  PU  0
这里  这里  PN  0
，  ，  PU  0
左项  左项  NR  0
(  (  PU  0
701  701  CD  0
)  )  PU  0
表示  表示  VV  0
各  各  DT  0
个  个  M  0
音阶  音阶  NN  B-NP
的  的  DEC  0
功率  功率  NN  B-NP
和  和  CC  0
功率  功率  NN  B-NP
平均值  平均值  NN  I-NP
之  之  DEC  0
差全部  差全部  NN  B-NP
小于  小于  VV  0
一  一  CD  0
定值  定值  NN  B-NP
，  ，  PU  0
在  在  P  0
这  这  DT  0
种  种  M  0
情况  情况  NN  B-NP
下  下  LC  0
，  ，  PU  0
在  在  P  0
音响  音响  NN  B-NP
中  中  LC  0
没有  没有  VV  0
音程  音程  NN  B-NP
，  ，  PU  0
成为  成为  VV  0
非  非  VC  0
音乐  音乐  NN  B-NP
候补  候补  NN  I-NP
。  。  PU  0
另外  另外  AD  0
，  ，  PU  0
右项  右项  NN  B-NP
(  (  PU  0
702  702  CD  0
)  )  PU  0
表示  表示  VV  0
相对于  相对于  P  0
推定  推定  VV  0
的  的  DEC  0
峰值  峰值  NN  B-NP
位置  位置  NN  I-NP
数  数  NN  I-NP
，  ，  PU  0
实际  实际  AD  0
存在  存在  VV  0
峰值  峰值  NN  B-NP
数  数  VV  0
比  比  P  0
一定  一定  JJ  B-NP
值少  值少  NN  I-NP
，  ，  PU  0
在  在  P  0
这  这  DT  0
种  种  M  0
情况  情况  NN  B-NP
下  下  LC  0
，  ，  PU  0
没有  没有  VE  0
节奏  节奏  VV  0
感  感  VV  0
，  ，  PU  0
成为  成为  VV  0
非  非  VC  0
音乐  音乐  NN  B-NP
候补  候补  NN  I-NP
。  。  PU  0
图  图  NN  B-NP
7  7  CD  0
的  的  DEG  0
条件  条件  NN  B-NP
表示  表示  VV  0
没有  没有  VE  0
音程  音程  NN  B-NP
感  感  NN  I-NP
和  和  CC  0
节  节  NN  B-NP
奏感  奏感  VA  0
的  的  DEC  0
音响  音响  NN  B-NP
为  为  VC  0
非  非  JJ  B-NP
音乐  音乐  NN  I-NP
。  。  PU  0
例如  例如  AD  0
在  在  P  0
图  图  NN  B-NP
8  8  CD  0
中  中  LC  0
，  ，  PU  0
在  在  P  0
判定  判定  VV  0
内容  内容  NN  B-NP
1  1  CD  0
(  (  PU  0
800  800  CD  0
)  )  PU  0
和  和  CC  0
内容  内容  NN  B-NP
2  2  CD  0
(  (  PU  0
810  810  CD  0
)  )  PU  0
的  的  DEG  0
同  同  DT  0
一  一  CD  0
性  性  NN  B-NP
时  时  LC  0
，  ，  PU  0
在  在  P  0
根据  根据  P  0
图  图  NN  B-NP
7  7  CD  0
的  的  DEG  0
条件  条件  NN  B-NP
判定  判定  VV  0
内容  内容  NN  B-NP
1  1  CD  0
(  (  PU  0
800  800  CD  0
)  )  PU  0
的  的  DEG  0
非  非  AD  0
音乐  音乐  NN  B-NP
部分  部分  NN  I-NP
为  为  VC  0
801  801  CD  0
、  、  PU  0
803  803  CD  0
、  、  PU  0
805  805  CD  0
的  的  DEC  0
情况  情况  NN  B-NP
下  下  LC  0
，  ，  PU  0
可  可  VV  0
以  以  P  0
分别  分别  AD  0
用  用  VV  0
802  802  CD  0
与  与  CC  0
810  810  CD  0
以及  以及  CC  0
804  804  CD  0
与  与  CC  0
810  810  CD  0
进行  进行  VV  0
同一性  同一性  JJ  B-NP
判定  判定  NN  I-NP
。  。  PU  0
其次  其次  AD  0
，  ，  PU  0
参照  参照  VV  0
图  图  NN  B-NP
9  9  CD  0
和  和  CC  0
图  图  NN  B-NP
10  10  CD  0
说明  说明  VV  0
利用  利用  VV  0
上述  上述  JJ  B-NP
音乐  音乐  NN  I-NP
同  同  DT  0
一  一  CD  0
性  性  NN  B-NP
判定  判定  NN  I-NP
