CN1013622B  CN1013622B  NN  B-NP
辐射  辐射  NN  I-NP
强度  强度  NN  I-NP
，  ，  PU  0
则  则  AD  0
在  在  P  0
随后  随后  VV  0
到达  到达  VV  0
的  的  DEC  0
间隔  间隔  NN  B-NP
d  d  NN  I-NP
中  中  LC  0
，  ，  PU  0
有关  有关  VA  0
的  的  DEC  0
衰减  衰减  NN  B-NP
器件  器件  NN  I-NP
就  就  AD  0
又  又  AD  0
被  被  SB  0
封闭  封闭  VV  0
。  。  PU  0
由于  由于  P  0
扫描  扫描  NN  B-NP
X射线  X射线  NN  I-NP
束有  束有  VV  0
一定  一定  JJ  0
的  的  DEG  0
厚度  厚度  NN  B-NP
，  ，  PU  0
例如  例如  AD  0
在  在  P  0
X  X  NN  B-NP
射线  射线  NN  I-NP
探测器  探测器  NN  I-NP
的  的  DEC  0
位置  位置  NN  B-NP
上  上  LC  0
可以  可以  VV  0
近似  近似  AD  0
为  为  VC  0
4  4  CD  0
厘米  厘米  M  0
，  ，  PU  0
因此  因此  AD  0
，  ，  PU  0
X  X  NN  B-NP
射线  射线  NN  I-NP
照片  照片  NN  I-NP
的  的  DEG  0
每  每  DT  0
一  一  CD  0
成象  成象  NN  B-NP
点  点  NN  I-NP
的  的  DEG  0
亮度  亮度  NN  B-NP
，  ，  PU  0
就  就  AD  0
由  由  P  0
扫描  扫描  NN  B-NP
光束  光束  AD  0
在  在  P  0
有关  有关  P  0
的  的  DEG  0
成象  成象  NN  B-NP
点  点  NN  I-NP
上  上  LC  0
通过  通过  VV  0
时  时  LC  0
所  所  MSP  0
产生  产生  VV  0
的  的  DEC  0
瞬间  瞬间  NN  B-NP
亮度值  亮度值  NN  I-NP
的  的  DEC  0
积分  积分  NN  B-NP
来  来  MSP  0
确定  确定  VV  0
。  。  PU  0
因此  因此  AD  0
，  ，  PU  0
避免  避免  VV  0
了  了  AS  0
在  在  P  0
最终  最终  JJ  0
的  的  DEG  0
X  X  NN  B-NP
射线  射线  NN  I-NP
相片  相片  NN  I-NP
中  中  LC  0
在  在  P  0
扫描  扫描  NN  B-NP
方向  方向  NN  I-NP
上  上  LC  0
的  的  DEC  0
过份  过份  NN  B-NP
明显  明显  VA  0
的  的  DEC  0
明暗  明暗  NN  B-NP
变化  变化  NN  I-NP
。  。  PU  0
由于  由于  P  0
实际上  实际上  AD  0
衰减  衰减  VV  0
器件  器件  NN  B-NP
的  的  DEG  0
打开  打开  NN  B-NP
和  和  CC  0
关闭  关闭  VV  0
需要  需要  VV  0
一些  一些  CD  0
时间  时间  NN  B-NP
，  ，  PU  0
这  这  PN  0
对  对  P  0
上面  上面  NN  B-NP
的  的  DEC  0
效果  效果  NN  B-NP
也起  也起  VV  0
了  了  AS  0
一定  一定  JJ  0
的  的  DEG  0
作用  作用  NN  B-NP
。  。  PU  0
由于  由于  P  0
只  只  AD  0
需要  需要  VV  0
使  使  VV  0
衰减  衰减  NN  B-NP
器件  器件  NN  I-NP
处于  处于  VV  0
两  两  CD  0
个  个  M  0
分开  分开  VV  0
的  的  DEC  0
位置  位置  NN  B-NP
（  （  PU  0
全开  全开  AD  0
或  或  CC  0
全  全  NN  B-NP
关  关  VV  0
）  ）  PU  0
，  ，  PU  0
而且  而且  CC  0
由于  由于  P  0
仅仅  仅仅  AD  0
需要  需要  VV  0
检测  检测  VV  0
受  受  VV  0
辐射体  辐射体  NN  B-NP
所  所  MSP  0
透过  透过  VV  0
的  的  DEC  0
辐射  辐射  NN  B-NP
是否  是否  AD  0
超过  超过  VV  0
预定  预定  VV  0
的  的  DEC  0
强度  强度  NN  B-NP
值  值  NN  I-NP
，  ，  PU  0
因此  因此  AD  0
，  ，  PU  0
对  对  P  0
衰减器件  衰减器件  NN  B-NP
的  的  DEG  0
这  这  DT  0
种  种  M  0
控制  控制  NN  B-NP
是  是  VC  0
十分  十分  AD  0
简单  简单  VA  0
的  的  DEC  0
。  。  PU  0
如果  如果  CS  0
需要  需要  VV  0
，  ，  PU  0
可以  可以  VV  0
利用  利用  VV  0
衰减器件  衰减器件  NN  B-NP
的  的  DEG  0
多于  多于  VV  0
两  两  CD  0
个  个  M  0
的  的  DEG  0
能够  能够  NN  B-NP
分开  分开  VV  0
的  的  DEC  0
位置  位置  NN  B-NP
，  ，  PU  0
来  来  MSP  0
改进  改进  VV  0
前  前  DT  0
文  文  NN  B-NP
所  所  MSP  0
述  述  VV  0
的  的  DEC  0
控制  控制  NN  B-NP
衰减  衰减  NN  I-NP
器件  器件  NN  I-NP
的  的  DEG  0
方法  方法  NN  B-NP
。  。  PU  0
例如  例如  AD  0
，  ，  PU  0
如果  如果  CS  0
在  在  P  0
有关  有关  JJ  0
的  的  DEG  0
扇形区  扇形区  NN  B-NP
中  中  LC  0
，  ，  PU  0
由  由  P  0
受辐  受辐  NN  B-NP
照  照  P  0
体  体  NN  B-NP
所  所  MSP  0
透过  透过  VV  0
的  的  DEC  0
辐射  辐射  NN  B-NP
的  的  DEG  0
强度  强度  NN  B-NP
值处于  值处于  VV  0
两  两  CD  0
个  个  M  0
预定值  预定值  NN  B-NP
之间  之间  LC  0
，  ，  PU  0
则  则  AD  0
可以  可以  VV  0
确定  确定  VV  0
，  ，  PU  0
衰减器件  衰减器件  NN  B-NP
处  处  NN  I-NP
在  在  P  0
半封闭  半封闭  NN  B-NP
的  的  DEG  0
中间  中间  NN  B-NP
位置  位置  NN  I-NP
上  上  LC  0
。  。  PU  0
这样  这样  PN  0
的  的  DEG  0
一  一  CD  0
个  个  M  0
中间  中间  NN  B-NP
位置  位置  NN  I-NP
用  用  P  0
虚线图  虚线图  NN  B-NP
示标  示标  VV  0
出  出  VV  0
在  在  P  0
d  d  NN  B-NP
″  ″  NN  I-NP
。  。  PU  0
利用  利用  VV  0
几  几  CD  0
个  个  M  0
中间  中间  NN  B-NP
位置  位置  NN  I-NP
，  ，  PU  0
或者  或者  CC  0
甚至  甚至  AD  0
位置  位置  NN  B-NP
的  的  DEC  0
连续  连续  JJ  B-NP
变化  变化  NN  I-NP
也  也  AD  0
是  是  VC  0
可能  可能  VV  0
的  的  DEC  0
。  。  PU  0
上述  上述  JJ  B-NP
控制  控制  NN  I-NP
衰减  衰减  NN  I-NP
器件  器件  NN  I-NP
的  的  DEG  0
方法  方法  NN  B-NP
，  ，  PU  0
由于  由于  P  0
在  在  P  0
预定  预定  VV  0
的  的  DEC  0
时间  时间  NN  B-NP
间隔  间隔  NN  I-NP
内  内  LC  0
，  ，  PU  0
衰减器件  衰减器件  NN  B-NP
处于  处于  VV  0
一  一  CD  0
系列  系列  NN  B-NP
的  的  DEC  0
能够  能够  VV  0
分开  分开  VV  0
的  的  DEC  0
位置  位置  NN  B-NP
之一  之一  AD  0
，  ，  PU  0
因此  因此  AD  0
可  可  VV  0
称为  称为  VV  0
振幅  振幅  NN  B-NP
控制法  控制法  NN  I-NP
。  。  PU  0
作为  作为  P  0
一  一  CD  0
种  种  M  0
替换  替换  VV  0
，  ，  PU  0
采用  采用  VV  0
使  使  VV  0
每  每  DT  0
一  一  CD  0
衰减  衰减  NN  B-NP
器件  器件  NN  I-NP
交替  交替  VV  0
开  开  VV  0
、  、  PU  0
关  关  NN  B-NP
的  的  DEG  0
相位  相位  NN  B-NP
控制法  控制法  NN  I-NP
也  也  AD  0
是  是  VC  0
可能  可能  VV  0
的  的  DEC  0
。  。  PU  0
可  可  VV  0
是  是  VC  0
，  ，  PU  0
在  在  P  0
相位  相位  NN  B-NP
控制法  控制法  NN  I-NP
中  中  LC  0
，  ，  PU  0
相位  相位  NN  B-NP
控制  控制  NN  I-NP
发生  发生  VV  0
的  的  DEC  0
时间点  时间点  NN  B-NP
可能  可能  VV  0
相对于  相对于  P  0
X  X  NN  B-NP
射线管  射线管  NN  I-NP
的  的  DEG  0
调制  调制  NN  B-NP
高压  高压  NN  I-NP
或  或  CC  0
相对于  相对于  P  0
另  另  DT  0
一  一  CD  0
种  种  M  0
固定  固定  JJ  B-NP
方法  方法  NN  I-NP
调制  调制  VV  0
的  的  DEC  0
X  X  NN  B-NP
射线束  射线束  NN  I-NP
发生  发生  VV  0
移动  移动  VV  0
。  。  PU  0
图  图  NN  B-NP
4  4  CD  0
说明  说明  NN  B-NP
相  相  NN  I-NP
位  位  NN  I-NP
控制  控制  NN  I-NP
系统  系统  NN  I-NP
的  的  DEG  0
原理  原理  NN  B-NP
。  。  PU  0
与  与  P  0
图  图  NN  B-NP
2  2  OD  0
相同  相同  VA  0
，  ，  PU  0
图  图  NN  B-NP
4  4  CD  0
表示  表示  VV  0
由  由  P  0
X  X  NN  B-NP
射线管  射线管  NN  I-NP
的  的  DEG  0
高压  高压  NN  B-NP
调制  调制  VV  0
来  来  MSP  0
获得  获得  VV  0
X  X  NN  B-NP
射线束  射线束  NN  I-NP
的  的  DEG  0
固定  固定  NN  B-NP
调制  调制  VV  0
。  。  PU  0
另外  另外  AD  0
，  ，  PU  0
图  图  NN  B-NP
4  4  CD  0
中  中  LC  0
以  以  P  0
单一  单一  JJ  0
的  的  DEG  0
衰减  衰减  NN  B-NP
器件  器件  NN  I-NP
为  为  VV  0
例  例  NN  B-NP
表明  表明  VV  0
间隔  间隔  NN  B-NP
，  ，  PU  0
在  在  P  0
这些  这些  DT  0
间隔  间隔  NN  B-NP
时间  时间  NN  I-NP
中  中  LC  0
，  ，  PU  0
衰减  衰减  NN  B-NP
器件  器件  NN  I-NP
是  是  VC  0
处于  处于  VV  0
全开  全开  AD  0
或者  或者  CC  0
全  全  AD  0
闭  闭  VV  0
的  的  DEC  0
状态  状态  NN  B-NP
。  。  PU  0
正  正  AD  0
如  如  P  0
前述  前述  JJ  0
的  的  DEG  0
控制  控制  NN  B-NP
方式  方式  NN  I-NP
那样  那样  VA  0
，  ，  PU  0
在  在  P  0
间隔  间隔  NN  B-NP
O1  O1  NN  I-NP
和  和  CC  0
O2  O2  NN  B-NP
时  时  LC  0
，  ，  PU  0
这些  这些  DT  0
间隔  间隔  NN  B-NP
中  中  LC  0
X  X  NN  B-NP
射线管  射线管  NN  I-NP
的  的  DEC  0
高压  高压  JJ  B-NP
比较  比较  NN  I-NP
低  低  VA  0
，  ，  PU  0
衰减  衰减  NN  B-NP
器件  器件  NN  I-NP
被  被  SB  0
打开  打开  VV  0
。  。  PU  0
如果  如果  CS  0
在  在  P  0
第二  第二  OD  0
个  个  M  0
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
的  的  DEG  0
间隔  间隔  NN  B-NP
O2  O2  NN  I-NP
内  内  LC  0
，  ，  PU  0
与  与  P  0
有关  有关  VA  0
的  的  DEC  0
衰减  衰减  NN  B-NP
器件  器件  NN  I-NP
相应  相应  JJ  0
的  的  DEG  0
扇形区  扇形区  NN  B-NP
中  中  LC  0
受  受  VV  0
辐照体  辐照体  NN  B-NP
所  所  MSP  0
透过  透过  VV  0
的  的  DEC  0
辐射  辐射  NN  B-NP
具有  具有  VV  0
低于  低于  VV  0
预定值  预定值  NN  B-NP
的  的  DEG  0
强度  强度  NN  B-NP
，  ，  PU  0
则  则  AD  0
第3  第3  OD  0
个  个  M  0
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
的  的  DEG  0
间隔  间隔  NN  B-NP
O  O  NN  I-NP
3  3  NN  I-NP
的  的  DEG  0
开始  开始  NN  B-NP
就  就  AD  0
按  按  P  0
一  一  CD  0
预定  预定  JJ  B-NP
时间  时间  NN  I-NP
提前  提前  VV  0
，  ，  PU  0
如  如  P  0
图  图  NN  B-NP
4  4  CD  0
中  中  LC  0
所  所  MSP  0
表示  表示  VV  0
那样  那样  VA  0
。  。  PU  0
这样  这样  AD  0
做  做  VV  0
的  的  DEC  0
结果  结果  NN  B-NP
是  是  VC  0
在  在  P  0
有关  有关  P  0
的  的  DEG  0
X  X  NN  B-NP
射线束  射线束  NN  I-NP
的  的  DEC  0
扇形区  扇形区  NN  B-NP
中  中  LC  0
，  ，  PU  0
受  受  VV  0
辐射体  辐射体  NN  B-NP
接受  接受  VV  0
了  了  AS  0
较  较  AD  0
硬  硬  VA  0
的  的  DEC  0
X射线  X射线  NN  B-NP
。  。  PU  0
在  在  P  0
图  图  NN  B-NP
4  4  CD  0
所  所  MSP  0
表示  表示  VV  0
的  的  DEC  0
情况  情况  NN  B-NP
下  下  LC  0
，  ，  PU  0
间隔  间隔  NN  B-NP
O3  O3  NN  I-NP
的  的  DEG  0
开始  开始  NN  B-NP
和  和  CC  0
结束  结束  NN  B-NP
都  都  AD  0
已  已  AD  0
被  被  SB  0
提前  提前  VV  0
，  ，  PU  0
而  而  CC  0
间隔  间隔  VV  0
的  的  DEC  0
长度  长度  NN  B-NP
不  不  AD  0
变  变  VV  0
。  。  PU  0
为了  为了  P  0
能够  能够  VV  0
确定  确定  VV  0
后续  后续  JJ  0
的  的  DEG  0
间隔  间隔  NN  B-NP
是否  是否  AD  0
也  也  AD  0
应该  应该  VV  0
提前  提前  VV  0
，  ，  PU  0
也  也  AD  0
应该  应该  VV  0
在  在  P  0
提前  提前  VV  0
的  的  DEC  0
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
间隔  间隔  NN  B-NP
中  中  LC  0
，  ，  PU  0
对  对  P  0
有关  有关  VA  0
的  的  DEC  0
X射线束  X射线束  NN  B-NP
的  的  DEC  0
扇形区  扇形区  NN  B-NP
中  中  LC  0
由  由  P  0
受  受  VV  0
辐射体  辐射体  NN  B-NP
所  所  MSP  0
透过  透过  VV  0
的  的  DEC  0
辐射  辐射  NN  B-NP
进行  进行  VV  0
测量  测量  NN  B-NP
。  。  PU  0
为此  为此  AD  0
，  ，  PU  0
其  其  PN  0
方法  方法  NN  B-NP
可以  可以  VV  0
是  是  VC  0
这样  这样  AD  0
，  ，  PU  0
如果  如果  CS  0
在  在  P  0
提前  提前  VV  0
的  的  DEC  0
间隔  间隔  NN  B-NP
期间  期间  NN  I-NP
，  ，  PU  0
在  在  P  0
所  所  MSP  0
说  说  VV  0
的  的  DEC  0
扇形区  扇形区  NN  B-NP
中  中  LC  0
由  由  P  0
受  受  VV  0
辐射体  辐射体  NN  B-NP
透过  透过  VV  0
的  的  DEC  0
辐射  辐射  NN  B-NP
强度  强度  NN  I-NP
不  不  AD  0
超过  超过  VV  0
预定  预定  VV  0
的  的  DEC  0
最  最  AD  0
大  大  JJ  B-NP
值  值  NN  I-NP
，  ，  PU  0
则  则  AD  0
后续  后续  VA  0
的  的  DEC  0
间隔  间隔  NN  B-NP
也  也  AD  0
同样  同样  AD  0
地  地  DEV  0
被  被  SB  0
提前  提前  VV  0
，  ，  PU  0
如  如  P  0
图  图  NN  B-NP
4  4  CD  0
中  中  LC  0
对  对  P  0
间隔  间隔  NN  B-NP
O4  O4  NN  I-NP
指示  指示  VV  0
的  的  DEC  0
那样  那样  VA  0
。  。  PU  0
作为  作为  P  0
一  一  CD  0
种  种  M  0
替换  替换  VV  0
，  ，  PU  0
当前  当前  NT  0
一  一  CD  0
个  个  M  0
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
的  的  DEG  0
间隔  间隔  NN  B-NP
中  中  LC  0
，  ，  PU  0
在  在  P  0
X  X  NN  B-NP
射  射  NN  I-NP
线束  线束  NN  I-NP
的  的  DEG  0
相应  相应  JJ  B-NP
扇形区  扇形区  NN  I-NP
中  中  LC  0
由  由  P  0
身体  身体  NN  B-NP
所  所  MSP  0
透过  透过  VV  0
的  的  DEC  0
辐射  辐射  NN  B-NP
还  还  AD  0
没有  没有  VV  0
达到  达到  VV  0
强度  强度  NN  B-NP
的  的  DEC  0
预定值  预定值  NN  B-NP
，  ，  PU  0
就  就  AD  0
按  按  P  0
一  一  CD  0
预定  预定  JJ  B-NP
时间  时间  NN  I-NP
仅  仅  AD  0
将  将  BA  0
这  这  DT  0
一  一  CD  0
个  个  M  0
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
的  的  DEG  0
间隔  间隔  NN  B-NP
的  的  DEC  0
起始点  起始点  NN  B-NP
提前  提前  AD  0
也  也  AD  0
是  是  VC  0
可以  可以  VV  0
的  的  DEC  0
，  ，  PU  0
但  但  CC  0
保留  保留  VV  0
这  这  DT  0
一  一  CD  0
相应  相应  JJ  B-NP
间隔  间隔  NN  I-NP
的  的  DEG  0
末端点  末端点  NN  B-NP
不  不  AD  0
变  变  VV  0
。  。  PU  0
因此  因此  AD  0
而  而  MSP  0
使  使  VV  0
间隔  间隔  NN  B-NP
变得  变得  VV  0
更  更  AD  0
长  长  VA  0
，  ，  PU  0
但  但  AD  0
也  也  AD  0
仍然  仍然  AD  0
包括  包括  VV  0
原先  原先  JJ  0
的  的  DEG  0
完全  完全  NN  B-NP
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
的  的  DEG  0
间隔  间隔  NN  B-NP
。  。  PU  0
所有  所有  DT  0
这些  这些  DT  0
被  被  SB  0
表示  表示  VV  0
于  于  P  0
图  图  NN  B-NP
5  5  CD  0
中  中  LC  0
。  。  PU  0
图  图  NN  B-NP
5  5  CD  0
中  中  LC  0
间隔  间隔  VV  0
O13  O13  NN  B-NP
的  的  DEG  0
起点  起点  NN  B-NP
已  已  AD  0
提前  提前  VV  0
，  ，  PU  0
所以  所以  AD  0
产生  产生  VV  0
了  了  AS  0
扩大  扩大  VV  0
了  了  AS  0
的  的  DEC  0
开间  开间  NN  B-NP
隔  隔  VV  0
O  O  CD  0
′  ′  PU  0
13  13  CD  0
，  ，  PU  0
在  在  P  0
此  此  DT  0
间隔  间隔  NN  B-NP
期间  期间  NN  I-NP
内  内  LC  0
，  ，  PU  0
除了  除了  P  0
在  在  P  0
前面  前面  JJ  B-NP
间隔  间隔  NN  I-NP
中  中  LC  0
因  因  P  0
相应  相应  JJ  0
的  的  DEG  0
衰减  衰减  NN  B-NP
器件  器件  NN  I-NP
而  而  MSP  0
传送  传送  VV  0
的  的  DEC  0
比  比  NN  B-NP
较  较  AD  0
软  软  VA  0
的  的  DEC  0
辐射外  辐射外  NN  B-NP
，  ，  PU  0
还  还  AD  0
传送  传送  VV  0
较  较  AD  0
硬  硬  VA  0
的  的  DEC  0
辐射  辐射  NN  B-NP
。  。  PU  0
该  该  DT  0
扩大  扩大  VV  0
了  了  AS  0
的  的  DEC  0
间隔  间隔  NN  B-NP
还  还  AD  0
包含  包含  VV  0
着  着  AS  0
整  整  DT  0
个  个  M  0
不  不  AD  0
扩  扩  AD  0
大  大  VA  0
的  的  DEC  0
间隔  间隔  NN  B-NP
O  O  NN  I-NP
13  13  NOI  0
。  。  PU  0
因此  因此  AD  0
，  ，  PU  0
在  在  P  0
有关  有关  P  0
的  的  DEG  0
扇形区  扇形区  NN  B-NP
中  中  LC  0
通过  通过  P  0
受辐  受辐  JJ  B-NP
照体  照体  NN  I-NP
所  所  MSP  0
透过  透过  VV  0
的  的  DEC  0
辐射  辐射  NN  B-NP
强度  强度  NN  I-NP
的  的  DEG  0
测量  测量  NN  B-NP
，  ，  PU  0
仍然  仍然  AD  0
能  能  VV  0
在  在  P  0
“  “  PU  0
原先  原先  VA  0
的  的  DEC  0
”  ”  PU  0
间隔  间隔  NN  B-NP
O  O  NN  I-NP
13  13  CD  0
中  中  LC  0
进行  进行  VV  0
。  。  PU  0
如果  如果  CS  0
强度  强度  NN  B-NP
的  的  DEG  0
测量  测量  NN  B-NP
值  值  NN  I-NP
仍  仍  AD  0
然  然  AD  0
再  再  AD  0
次没  次没  VV  0
有  有  VE  0
达到  达到  VV  0
预定  预定  VV  0
的  的  DEC  0
阈值  阈值  NN  B-NP
，  ，  PU  0
则  则  AD  0
随后  随后  AD  0
的  的  DEV  0
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
间隔  间隔  NN  B-NP
的  的  DEC  0
起点  起点  NN  B-NP
也  也  AD  0
被  被  SB  0
提前  提前  VV  0
。  。  PU  0
对于  对于  P  0
代表  代表  VV  0
X  X  NN  B-NP
射线束  射线束  NN  I-NP
固定  固定  AD  0
调制  调制  VV  0
的  的  DEC  0
这  这  DT  0
一  一  CD  0
曲线  曲线  NN  B-NP
，  ，  PU  0
上述  上述  JJ  B-NP
相位  相位  NN  I-NP
控制  控制  VV  0
的  的  DEC  0
最简  最简  JJ  0
单形式  单形式  JJ  0
只  只  AD  0
能  能  VV  0
建立  建立  VV  0
在  在  VV  0
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
间隔  间隔  NN  B-NP
的  的  DEC  0
两  两  CD  0
个  个  M  0
不同  不同  JJ  B-NP
位置  位置  NN  I-NP
上  上  LC  0
。  。  PU  0
如  如  P  0
图  图  NN  B-NP
6  6  CD  0
所  所  MSP  0
示  示  VV  0
，  ，  PU  0
如果  如果  CS  0
在  在  P  0
任何  任何  DT  0
情况  情况  NN  B-NP
下  下  LC  0
将  将  BA  0
调制  调制  VV  0
曲线  曲线  NN  B-NP
的  的  DEC  0
一  一  CD  0
个  个  M  0
峰  峰  NN  B-NP
当  当  P  0
作  作  VV  0
包含  包含  VV  0
360  360  CD  0
°  °  CD  0
相  相  NN  B-NP
位轨  位轨  NN  I-NP
线  线  NN  I-NP
的  的  DEG  0
完整  完整  JJ  B-NP
周期  周期  NN  I-NP
，  ，  PU  0
则  则  AD  0
控制  控制  NN  B-NP
环路  环路  NN  I-NP
可以  可以  VV  0
这样  这样  VA  0
的  的  DEC  0
构成  构成  VV  0
，  ，  PU  0
使得  使得  VV  0
衰减器件  衰减器件  NN  B-NP
的  的  DEG  0
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
间隔  间隔  NN  B-NP
不  不  AD  0
是  是  VC  0
从  从  P  0
-  -  PU  0
90  90  CD  0
°  °  NN  B-NP
（  （  PU  0
＝  ＝  PU  0
270  270  CD  0
°  °  M  0
）  ）  PU  0
到  到  VV  0
+  +  NN  B-NP
90  90  CD  0
°  °  NN  B-NP
延续  延续  VV  0
就  就  AD  0
是  是  VC  0
从  从  P  0
180  180  CD  0
°到  °到  VV  0
360  360  CD  0
°  °  CD  0
延续  延续  NN  B-NP
（  （  PU  0
以  以  P  0
图  图  NN  B-NP
4  4  CD  0
类  类  M  0
推  推  VV  0
）  ）  PU  0
，  ，  PU  0
或是  或是  CC  0
使  使  VV  0
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
间隔  间隔  NN  B-NP
总是  总是  AD  0
结束  结束  VV  0
于  于  P  0
90  90  CD  0
°  °  M  0
而  而  CC  0
起点  起点  CD  0
不  不  AD  0
是  是  VC  0
在  在  P  0
-  -  PU  0
90  90  CD  0
°  °  NN  B-NP
（  （  PU  0
＝  ＝  PU  0
270  270  CD  0
°  °  M  0
）  ）  PU  0
就  就  AD  0
是  是  VC  0
在  在  P  0
180  180  CD  0
°  °  M  0
（  （  PU  0
参照  参照  VV  0
图  图  NN  B-NP
5  5  CD  0
）  ）  PU  0
。  。  PU  0
把  把  BA  0
明显  明显  VA  0
，  ，  PU  0
对于  对于  P  0
超前  超前  VV  0
的  的  DEC  0
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
间隔  间隔  NN  B-NP
也  也  AD  0
能够  能够  VV  0
选取  选取  VV  0
一  一  CD  0
不同  不同  VA  0
的  的  DEC  0
位置  位置  NN  B-NP
。  。  PU  0
通过  通过  P  0
选定  选定  VV  0
一些  一些  CD  0
不同  不同  VA  0
的  的  DEC  0
，  ，  PU  0
在  在  P  0
受  受  VV  0
辐照体  辐照体  NN  B-NP
后面  后面  LC  0
测量  测量  VV  0
到  到  VV  0
的  的  DEC  0
分开  分开  VV  0
的  的  DEC  0
辐射  辐射  NN  B-NP
强度  强度  NN  I-NP
阈  阈  AD  0
值  值  VA  0
，  ，  PU  0
从而  从而  AD  0
选定  选定  VV  0
衰减器件  衰减器件  NN  B-NP
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
间隔  间隔  NN  B-NP
的  的  DEC  0
相应  相应  JJ  0
的  的  DEG  0
固定  固定  JJ  B-NP
相位  相位  NN  I-NP
轨线  轨线  NN  I-NP
，  ，  PU  0
就  就  AD  0
可以  可以  VV  0
获得  获得  VV  0
一  一  CD  0
个  个  M  0
精确  精确  VA  0
的  的  DEC  0
相位  相位  NN  B-NP
控制  控制  NN  I-NP
系统  系统  NN  I-NP
。  。  PU  0
如果  如果  CS  0
至少  至少  AD  0
开  开  VV  0
间隔  间隔  PN  0
的  的  DEG  0
起点  起点  NN  B-NP
位置  位置  NN  I-NP
，  ，  PU  0
能  能  VV  0
按  按  P  0
受  受  VV  0
辐射体  辐射体  NN  B-NP
所  所  MSP  0
透过  透过  VV  0
的  的  DEC  0
辐射  辐射  NN  B-NP
的  的  DEC  0
测量  测量  NN  B-NP
强度  强度  NN  I-NP
瞬  瞬  NN  I-NP
时  时  LC  0
值  值  VV  0
的  的  DEC  0
直接  直接  NN  B-NP
函数  函数  NN  I-NP
来  来  MSP  0
连续  连续  VV  0
变化  变化  VV  0
，  ，  PU  0
就  就  AD  0
能  能  VV  0
获得  获得  VV  0
最  最  AD  0
精确  精确  VA  0
的  的  DEC  0
控制  控制  NN  B-NP
。  。  PU  0
直接  直接  AD  0
从  从  P  0
图  图  NN  B-NP
4  4  CD  0
到  到  VV  0
图  图  NN  B-NP
6  6  CD  0
引起  引起  VV  0
我们  我们  PN  0
注意  注意  VV  0
到  到  VV  0
如下  如下  JJ  B-NP
事实  事实  NN  I-NP
，  ，  PU  0
使  使  VV  0
“  “  PU  0
开  开  NN  B-NP
”  ”  PU  0
间隔  间隔  NN  B-NP
或者  或者  CC  0
至少  至少  AD  0
使  使  VV  0
结束点  结束点  NN  B-NP
延  延  VV  0
时  时  LC  0
，  ，  PU  0
也  也  AD  0
能  能  VV  0
以  以  P  0
相同  相同  VA  0
的  的  DEC  0
效果  效果  NN  B-NP
得到  得到  VV  0
相位  相位  JJ  B-NP
控制  控制  NN  I-NP
。  。  PU  0
在  在  P  0
本  本  DT  0
发明  发明  NN  B-NP
的  的  DEG  0
一  一  CD  0
个  个  M  0
实施例  实施例  NN  B-NP
中  中  LC  0
采用  采用  VV  0
了  了  AS  0
这  这  DT  0
个  个  M  0
原理  原理  NN  B-NP
，  ，  PU  0
这  这  PN  0
将  将  AD  0
在  在  P  0
下面  下面  NN  B-NP
作  作  VV  0
更  更  AD  0
详细  详细  VA  0
的  的  DEC  0
描述  描述  NN  B-NP
。  。  PU  0
前  前  DT  0
文  文  NN  B-NP
提到  提到  VV  0
的  的  DEC  0
荷兰  荷兰  NR  0
专利  专利  NN  B-NP
申请  申请  NN  I-NP
8400845  8400845  CD  0
中  中  LC  0
，  ，  PU  0
描述  描述  VV  0
了  了  AS  0
起  起  VV  0
光束扇  光束扇  NN  B-NP
形  形  NN  I-NP
区  区  NN  I-NP
调制器  调制器  NN  I-NP
作用  作用  NN  I-NP
的  的  DEC  0
衰减器件  衰减器件  NN  B-NP
，  ，  PU  0
它  它  PN  0
是  是  VC  0
舌片形  舌片形  NN  B-NP
的  的  DEC  0
或  或  CC  0
象  象  P  0
滑动器  滑动器  NN  B-NP
那样  那样  VA  0
的  的  DEC  0
结构  结构  NN  B-NP
，  ，  PU  0
它  它  PN  0
在  在  P  0
控制  控制  NN  B-NP
信号  信号  NN  I-NP
作用  作用  NN  I-NP
下  下  LC  0
能  能  VV  0
占据  占据  VV  0
使  使  VV  0
狭缝  狭缝  NN  B-NP
光  光  AD  0
阑  阑  VA  0
的  的  DEC  0
狭缝  狭缝  NN  B-NP
完全  完全  AD  0
暴露  暴露  VV  0
或  或  CC  0
完全  完全  AD  0
盖住  盖住  VV  0
的  的  DEC  0
位置  位置  NN  B-NP
之间  之间  LC  0
的  的  DEG  0
任何  任何  DT  0
位置  位置  NN  B-NP
。  。  PU  0
这样  这样  PN  0
的  的  DEG  0
衰减器件  衰减器件  NN  B-NP
